Platform,Campaign_Name,Date,Region,Device_Type,Audience_Segment,Campaign_Objective,Impressions,Reach,Frequency,Clicks,CTR(%),CPC($),CPM($),Spend($),Engagements,Engagement_Rate(%),Cost_per_Engagement($),Conversions,Conversion_Rate(%),Avg_Order_Value($),Revenue($),Profit($),Profit_Margin,ROAS,CAC($),ROI(%),Revenue_per_Dollar
Amazon,Lightning_Sale,2025-06-05,India,Mobile,High-Value Customers,Conversions,209007,115308,1.81,4598,2.2,0.40800000000000003,11.22,2344.98,5759,2.76,0.41,520,11.31,40.68,19038.239999999998,10471.03,0.55,8.12,4.51,711.87,8.12
Amazon,Lightning_Sale,2025-06-06,India,Mobile,New Customers,Retention,101717,63632,1.6,2776,2.73,0.9119999999999999,31.11,3164.64,1320,1.3,2.4,172,6.22,34.21,5295.708,2647.85,0.5,1.67,18.4,67.34,1.67
Amazon,Lightning_Sale,2025-06-07,Europe,Tablet,New Customers,Retention,76398,56304,1.36,2001,2.489,0.43,11.26,860.43,1118,1.606,0.77,160,8.01,52.97,8898.960000000001,3559.58,0.4,10.34,5.38,934.25,10.34
Amazon,Lightning_Sale,2025-06-08,North America,Desktop,Returning Customers,Retention,105732,77724,1.36,2717,2.4414999999999996,1.11,28.52,3015.87,1429,1.4850000000000003,2.11,170,6.26,56.17,9548.9,5156.41,0.54,3.17,17.74,216.62,3.17
Amazon,Lightning_Sale,2025-06-09,Asia-Pacific,Tablet,Returning Customers,Traffic,248673,181487,1.37,4774,1.92,1.02,19.58,4869.48,4542,1.83,1.07,347,7.27,50.8,17627.6,8284.97,0.47,3.62,14.03,262.0,3.62
Amazon,Lightning_Sale,2025-06-10,Asia-Pacific,Tablet,High-Value Customers,Conversions,80291,45555,1.76,1758,2.19,0.91,19.92,1599.78,3322,4.14,0.48,130,7.45,22.75,2957.5,1449.17,0.49,1.85,12.31,84.87,1.85
Amazon,Lightning_Sale,2025-06-11,Europe,Tablet,High-Value Customers,Conversions,88070,67205,1.31,1849,2.1,1.03,21.62,1904.47,3094,3.51,0.62,139,7.56,28.33,4134.7635,2150.08,0.52,2.17,13.7,117.11,2.17
Amazon,Lightning_Sale,2025-06-12,Asia-Pacific,Mobile,Returning Customers,Awareness,253250,174787,1.45,5090,2.01,0.9,18.09,4581.0,4319,1.71,1.06,125,2.46,29.59,3698.75,1775.4,0.48,0.81,36.65,-19.26,0.81
Amazon,Lightning_Sale,2025-06-13,North America,Desktop,Returning Customers,Awareness,219319,143351,1.53,3838,1.75,0.83,14.52,3185.54,12796,5.83,0.25,118,3.08,32.81,3871.58,1819.64,0.47,1.22,27.0,21.54,1.22
Amazon,Lightning_Sale,2025-06-14,Asia-Pacific,Mobile,Returning Customers,Traffic,150767,105074,1.43,2427,1.5295,0.61,9.82,1480.47,5760,4.202,0.26,132,5.45,53.48,7059.36,3317.9,0.47,4.77,11.22,376.83,4.77
Amazon,Lightning_Sale,2025-06-15,Europe,Mobile,New Customers,Conversions,67554,55879,1.21,1405,1.976,0.64,13.31,899.2,3045,4.961,0.3,89,6.37,35.92,3356.724,1644.79,0.49,3.73,10.1,273.3,3.73
Amazon,Lightning_Sale,2025-06-16,Europe,Tablet,High-Value Customers,Retention,166558,124805,1.33,3647,2.19,1.05,22.99,3829.35,4064,2.44,0.94,349,9.57,45.31,16603.8495,8966.08,0.54,4.34,10.97,333.59,4.34
Amazon,Lightning_Sale,2025-06-17,Asia-Pacific,Mobile,Returning Customers,Traffic,137642,106176,1.3,2807,2.04,0.47,9.58,1319.29,2681,1.95,0.49,170,6.06,59.18,10060.6,5130.91,0.51,7.63,7.76,662.58,7.63
Amazon,Lightning_Sale,2025-06-18,Asia-Pacific,Mobile,High-Value Customers,Conversions,200103,120440,1.66,3261,1.63,0.79,12.87,2576.19,6962,3.48,0.37,386,11.84,18.61,7183.46,2873.38,0.4,2.79,6.67,178.84,2.79
Amazon,Lightning_Sale,2025-06-19,India,Tablet,Returning Customers,Conversions,79082,58436,1.35,1352,1.71,0.376,8.04,635.44,2514,3.18,0.25,101,7.53,22.65,2058.885,1029.44,0.5,3.24,6.29,224.01,3.24
Amazon,Lightning_Sale,2025-06-20,India,Mobile,High-Value Customers,Conversions,159040,104906,1.52,2019,1.27,0.8720000000000001,13.84,2200.71,7115,4.47,0.31,140,6.95,58.19,7331.9400000000005,2346.22,0.32,3.33,15.72,233.16,3.33
Amazon,Lightning_Sale,2025-06-21,Europe,Mobile,New Customers,Awareness,289648,260197,1.11,4228,1.387,0.47,6.86,1987.16,3825,1.4520000000000002,0.52,104,2.46,25.08,2738.7360000000003,1341.98,0.49,1.38,19.11,37.82,1.38
Amazon,Lightning_Sale,2025-06-22,Asia-Pacific,Desktop,High-Value Customers,Retention,131767,76471,1.72,2740,1.976,0.54,11.23,1479.6,1251,1.045,1.18,262,9.58,51.62,13524.44,6221.24,0.46,9.14,5.65,814.06,9.14
Amazon,Lightning_Sale,2025-06-23,Asia-Pacific,Desktop,New Customers,Conversions,156911,136509,1.15,3907,2.49,1.13,28.14,4414.91,4220,2.69,1.05,393,10.08,22.65,8901.45,3115.51,0.35,2.02,11.23,101.62,2.02
Amazon,Lightning_Sale,2025-06-24,India,Mobile,New Customers,Retention,160584,103183,1.56,4127,2.57,0.5519999999999999,17.73,2847.63,8218,5.12,0.35,389,9.43,50.39,17641.539,7409.45,0.42,6.2,7.32,519.52,6.2
Amazon,Lightning_Sale,2025-06-25,Europe,Desktop,High-Value Customers,Traffic,236099,167648,1.41,4840,2.05,0.95,19.47,4598.0,3739,1.58,1.23,249,5.16,30.88,8073.576,3148.69,0.39,1.76,18.47,75.59,1.76
Amazon,Lightning_Sale,2025-06-26,North America,Tablet,High-Value Customers,Traffic,231033,169926,1.36,4921,2.13,0.71,15.12,3493.91,4840,2.09,0.72,221,4.51,47.83,10570.43,3382.54,0.32,3.03,15.81,202.54,3.03
Amazon,Lightning_Sale,2025-06-27,India,Tablet,Returning Customers,Awareness,270559,149027,1.82,5519,2.04,0.488,12.44,3366.59,4974,1.84,0.68,133,2.42,37.1,4440.87,1953.98,0.44,1.32,25.31,31.91,1.32
Amazon,Lightning_Sale,2025-06-28,Asia-Pacific,Mobile,New Customers,Awareness,186421,135465,1.38,3691,1.881,0.94,18.61,3469.54,8035,4.741,0.43,159,4.33,17.6,2798.4,1427.18,0.51,0.81,21.82,-19.34,0.81
Amazon,Lightning_Sale,2025-06-29,Asia-Pacific,Tablet,Returning Customers,Awareness,221939,186435,1.19,3772,1.615,1.15,19.55,4337.8,15615,7.744000000000001,0.28,174,4.63,26.48,4607.52,2257.68,0.49,1.06,24.93,6.22,1.06
Amazon,Lightning_Sale,2025-06-30,North America,Tablet,High-Value Customers,Conversions,129379,100468,1.29,2121,1.64,0.77,12.62,1633.17,3851,2.98,0.42,219,10.36,33.88,7419.72,2448.51,0.33,4.54,7.46,354.31,4.54
Amazon,Lightning_Sale,2025-07-01,India,Desktop,High-Value Customers,Conversions,103447,61277,1.69,1655,1.6,0.7200000000000001,14.4,1489.5,2545,2.46,0.59,106,6.44,27.58,2631.132,1026.14,0.39,1.77,14.05,76.65,1.77
Amazon,Lightning_Sale,2025-07-02,North America,Mobile,High-Value Customers,Awareness,226122,147806,1.53,4522,2.0,0.58,11.6,2622.76,10998,4.86,0.24,187,4.15,32.3,6040.1,1751.63,0.29,2.3,14.03,130.3,2.3
Amazon,Lightning_Sale,2025-07-03,Europe,Mobile,Returning Customers,Retention,124219,83510,1.49,2285,1.84,1.11,20.42,2536.35,2535,2.04,1.0,187,8.2,50.07,9831.2445,2851.06,0.29,3.88,13.56,287.61,3.88
Amazon,Lightning_Sale,2025-07-04,North America,Mobile,Returning Customers,Conversions,199149,129340,1.54,2449,1.23,1.19,14.63,2914.31,4025,2.02,0.72,161,6.58,59.2,9531.2,2668.74,0.28,3.27,18.1,227.05,3.27
Amazon,Lightning_Sale,2025-07-05,India,Desktop,Returning Customers,Retention,86788,71152,1.22,1839,2.014,0.6000000000000001,15.89,1379.25,821,1.045,1.68,95,5.2,46.98,4016.7900000000004,1847.72,0.46,2.91,14.52,191.23,2.91
Amazon,Lightning_Sale,2025-07-06,Asia-Pacific,Desktop,Returning Customers,Awareness,167686,95004,1.77,2481,1.406,0.8,11.84,1984.8,11936,7.832000000000001,0.17,87,3.51,54.13,4709.31,1318.61,0.28,2.37,22.81,137.27,2.37
Amazon,Lightning_Sale,2025-07-07,Asia-Pacific,Mobile,Returning Customers,Traffic,146574,88157,1.66,2916,1.99,1.13,22.48,3295.08,3568,2.43,0.92,206,7.08,25.46,5244.76,1835.67,0.35,1.59,16.0,59.17,1.59
Amazon,Lightning_Sale,2025-07-08,Europe,Mobile,New Customers,Traffic,165037,143004,1.15,4340,2.63,1.11,29.19,4817.4,3567,2.16,1.35,177,4.09,59.99,11149.1415,5909.04,0.53,2.31,27.22,131.43,2.31
Amazon,Lightning_Sale,2025-07-09,Asia-Pacific,Tablet,New Customers,Conversions,171381,115420,1.48,3496,2.04,1.03,21.01,3600.88,2624,1.53,1.37,335,9.61,34.63,11601.05,6264.57,0.54,3.22,10.75,222.17,3.22
Amazon,Lightning_Sale,2025-07-10,Europe,Tablet,Returning Customers,Awareness,205620,114821,1.79,3701,1.8,0.69,12.42,2553.69,5774,2.81,0.44,163,4.42,19.89,3404.1735000000003,1497.84,0.44,1.33,15.67,33.3,1.33
Amazon,Lightning_Sale,2025-07-11,India,Desktop,Returning Customers,Retention,80303,56530,1.42,1437,1.79,0.6240000000000001,13.96,1120.86,1334,1.66,0.84,113,7.88,36.4,3701.88,1369.7,0.37,3.3,9.92,230.27,3.3
Amazon,Lightning_Sale,2025-07-12,India,Tablet,New Customers,Awareness,348845,265168,1.32,6244,1.7005,0.9119999999999999,20.4,7118.16,23549,7.425000000000001,0.3,265,4.26,44.12,10522.619999999999,3788.14,0.36,1.48,26.86,47.83,1.48
Amazon,Lightning_Sale,2025-07-13,North America,Tablet,High-Value Customers,Conversions,187710,135821,1.38,3923,1.9854999999999998,0.77,16.09,3020.71,6576,3.8500000000000005,0.46,386,9.84,43.94,16960.84,5427.47,0.32,5.61,7.83,461.49,5.61
Amazon,Lightning_Sale,2025-07-14,Europe,Desktop,High-Value Customers,Retention,90448,51448,1.76,1890,2.09,0.71,14.84,1341.9,4645,5.14,0.29,106,5.65,41.67,4637.871000000001,2087.04,0.45,3.46,12.66,245.62,3.46
Amazon,Lightning_Sale,2025-07-15,India,Mobile,Returning Customers,Traffic,196565,119924,1.64,5228,2.66,0.42400000000000004,14.1,2770.84,3215,1.64,0.86,212,4.06,39.35,7507.9800000000005,3078.27,0.41,2.71,13.07,170.96,2.71
Amazon,Lightning_Sale,2025-07-16,India,Tablet,Returning Customers,Retention,127944,100448,1.27,3211,2.51,0.384,12.05,1541.28,3350,2.62,0.46,200,6.23,19.47,3504.6,1612.12,0.46,2.27,7.71,127.38,2.27
Amazon,Lightning_Sale,2025-07-17,North America,Mobile,New Customers,Retention,85584,47649,1.8,2173,2.54,0.62,15.74,1347.26,960,1.12,1.4,168,7.77,25.63,4305.84,1162.58,0.27,3.2,8.02,219.6,3.2
Amazon,Lightning_Sale,2025-07-18,Europe,Mobile,High-Value Customers,Conversions,164159,144958,1.13,3332,2.03,0.99,20.09,3298.68,1777,1.08,1.86,292,8.78,18.52,5678.232,3009.46,0.53,1.72,11.3,72.14,1.72
Amazon,Lightning_Sale,2025-07-19,North America,Tablet,Returning Customers,Conversions,217677,188669,1.15,2808,1.2255,0.52,6.71,1460.16,2861,1.4410000000000003,0.51,184,6.58,35.18,6473.12,2524.52,0.39,4.43,7.94,343.32,4.43
Amazon,Lightning_Sale,2025-07-20,India,Tablet,High-Value Customers,Traffic,84203,64203,1.31,1574,1.7765,0.42400000000000004,9.91,834.22,1411,1.848,0.59,104,6.63,44.04,4122.144,1154.2,0.28,4.94,8.02,394.13,4.94
Amazon,Lightning_Sale,2025-07-21,India,Desktop,High-Value Customers,Awareness,303847,179388,1.69,4375,1.44,0.8800000000000001,15.84,4812.5,6130,2.02,0.79,130,2.98,34.61,4049.3700000000003,1943.7,0.48,0.84,37.02,-15.86,0.84
Amazon,Lightning_Sale,2025-07-22,India,Desktop,Returning Customers,Traffic,160445,139807,1.15,4075,2.54,0.672,21.33,3423.0,5344,3.33,0.64,284,6.98,48.12,12299.472,4919.79,0.4,3.59,12.05,259.32,3.59
Amazon,Lightning_Sale,2025-07-23,India,Mobile,High-Value Customers,Awareness,130346,89111,1.46,3024,2.32,0.776,22.5,2933.28,8297,6.37,0.35,89,2.95,15.5,1241.55,608.36,0.49,0.42,32.96,-57.67,0.42
Amazon,Lightning_Sale,2025-07-24,Asia-Pacific,Tablet,High-Value Customers,Conversions,190345,112682,1.69,3616,1.9,0.74,14.06,2675.84,1719,0.9,1.56,337,9.32,22.5,7582.5,2426.4,0.32,2.83,7.94,183.37,2.83
Amazon,Lightning_Sale,2025-07-25,Europe,Tablet,New Customers,Awareness,294684,209398,1.41,7101,2.41,0.86,20.72,6106.86,15760,5.35,0.39,287,4.05,27.03,8145.4905,2362.19,0.29,1.33,21.28,33.38,1.33
Amazon,Lightning_Sale,2025-07-26,North America,Desktop,New Customers,Traffic,83244,47992,1.73,1490,1.7005,0.89,15.93,1326.1,2189,2.8930000000000002,0.61,102,6.87,41.28,4210.56,1221.06,0.29,3.18,13.0,217.51,3.18
Amazon,Lightning_Sale,2025-07-27,North America,Mobile,Returning Customers,Conversions,132961,103407,1.29,1954,1.3964999999999999,0.56,8.23,1094.24,3856,3.19,0.28,199,10.23,33.05,6576.95,1644.24,0.25,6.01,5.5,501.05,6.01
Amazon,Lightning_Sale,2025-07-28,India,Mobile,New Customers,Retention,70728,54424,1.3,1916,2.71,0.944,31.97,2260.88,1900,2.69,1.19,146,7.66,38.17,5015.538,2206.84,0.44,2.22,15.49,121.84,2.22
Amazon,Lightning_Sale,2025-07-29,Europe,Tablet,High-Value Customers,Awareness,238159,183972,1.29,4453,1.87,1.12,20.94,4987.36,8476,3.56,0.59,168,3.78,58.4,10301.760000000002,3914.67,0.38,2.07,29.69,106.56,2.07
Amazon,Lightning_Sale,2025-07-30,Asia-Pacific,Mobile,Returning Customers,Retention,137599,94701,1.45,3371,2.45,0.73,17.88,2460.83,6742,4.9,0.36,316,9.39,37.15,11739.4,6104.49,0.52,4.77,7.79,377.05,4.77
Amazon,Lightning_Sale,2025-07-31,Asia-Pacific,Desktop,Returning Customers,Traffic,169072,135623,1.25,4700,2.78,0.6,16.68,2820.0,5868,3.47,0.48,315,6.72,44.47,14008.05,5323.06,0.38,4.97,8.95,396.74,4.97
Amazon,Lightning_Sale,2025-08-01,Asia-Pacific,Desktop,Returning Customers,Retention,154531,90692,1.7,3569,2.31,0.58,13.4,2070.02,2197,1.42,0.94,190,5.35,15.17,2882.3,1469.97,0.51,1.39,10.89,39.24,1.39
Amazon,Lightning_Sale,2025-08-02,North America,Mobile,High-Value Customers,Conversions,192151,146842,1.31,3112,1.539,0.95,15.39,2956.4,2972,1.7050000000000003,0.99,334,10.74,43.32,14468.88,6366.31,0.44,4.89,8.85,389.41,4.89
Amazon,Lightning_Sale,2025-08-03,Asia-Pacific,Desktop,Returning Customers,Awareness,187497,110729,1.69,2831,1.4344999999999999,0.79,11.93,2236.49,4791,2.8160000000000003,0.47,102,3.63,56.36,5748.72,2931.85,0.51,2.57,21.93,157.04,2.57
Amazon,Lightning_Sale,2025-08-04,North America,Mobile,New Customers,Retention,155712,89335,1.74,3581,2.3,0.89,20.47,3187.09,7268,4.67,0.44,265,7.42,59.52,15772.8,8675.04,0.55,4.95,12.03,394.9,4.95
Amazon,Lightning_Sale,2025-08-05,India,Tablet,Returning Customers,Retention,194363,134032,1.45,3945,2.03,0.76,19.28,3747.75,7788,4.01,0.48,357,9.07,24.9,8000.37,2240.1,0.28,2.13,10.5,113.47,2.13
Amazon,Lightning_Sale,2025-08-06,Europe,Tablet,New Customers,Conversions,100301,89529,1.12,1725,1.72,0.45,7.74,776.25,1982,1.98,0.39,125,7.28,55.76,7318.5,2049.18,0.28,9.43,6.21,842.8,9.43
Amazon,Lightning_Sale,2025-08-07,Europe,Desktop,New Customers,Traffic,158910,102236,1.55,4020,2.53,0.51,12.9,2050.2,4858,3.06,0.42,221,5.51,21.49,4986.7545,2144.3,0.43,2.43,9.28,143.23,2.43
Amazon,Lightning_Sale,2025-08-08,Asia-Pacific,Mobile,High-Value Customers,Retention,122045,86306,1.41,2941,2.41,0.91,21.93,2676.31,1663,1.36,1.61,236,8.05,27.59,6511.24,2213.82,0.34,2.43,11.34,143.29,2.43
Amazon,Lightning_Sale,2025-08-09,North America,Tablet,New Customers,Awareness,266723,215161,1.24,6614,2.356,0.9,22.32,5952.6,4178,1.7270000000000003,1.42,168,2.55,50.84,8541.12,4441.38,0.52,1.43,35.43,43.49,1.43
Amazon,Lightning_Sale,2025-08-10,North America,Mobile,New Customers,Retention,60792,36196,1.68,832,1.3015,1.01,13.82,840.32,1818,3.2890000000000006,0.46,62,7.56,38.18,2367.16,1301.94,0.55,2.82,13.55,181.7,2.82
Amazon,Lightning_Sale,2025-08-11,North America,Mobile,Returning Customers,Conversions,159545,125249,1.27,4419,2.77,0.83,22.99,3667.77,1690,1.06,2.17,331,7.5,33.31,11025.61,4299.99,0.39,3.01,11.08,200.61,3.01
Amazon,Lightning_Sale,2025-08-12,Asia-Pacific,Tablet,New Customers,Traffic,109920,65745,1.67,1527,1.39,0.67,9.31,1023.09,4122,3.75,0.25,88,5.82,43.15,3797.2,1556.85,0.41,3.71,11.63,271.15,3.71
Amazon,Lightning_Sale,2025-08-13,North America,Tablet,High-Value Customers,Retention,151723,113675,1.33,3519,2.32,0.96,22.27,3378.24,6051,3.99,0.56,184,5.24,55.37,10188.08,3463.95,0.34,3.02,18.36,201.58,3.02
Amazon,Lightning_Sale,2025-08-14,North America,Mobile,High-Value Customers,Traffic,146836,99436,1.48,1864,1.27,1.17,14.85,2180.88,6114,4.16,0.36,137,7.35,23.34,3197.58,1630.77,0.51,1.47,15.92,46.62,1.47
Amazon,Lightning_Sale,2025-08-15,North America,Tablet,New Customers,Traffic,178299,142601,1.25,2514,1.41,0.67,9.45,1684.38,9438,5.29,0.18,183,7.28,15.74,2880.42,1036.95,0.36,1.71,9.2,71.01,1.71
Amazon,Lightning_Sale,2025-08-16,Asia-Pacific,Desktop,New Customers,Retention,102188,74064,1.38,2769,2.5745,1.11,30.08,3073.59,2492,2.684,1.23,241,8.71,24.26,5846.66,2163.26,0.37,1.9,12.75,90.22,1.9
Amazon,Lightning_Sale,2025-08-17,Europe,Desktop,High-Value Customers,Retention,197378,176336,1.12,3690,1.7765,0.96,17.95,3542.4,10279,5.731000000000001,0.34,188,5.11,18.41,3634.134,1417.31,0.39,1.03,18.84,2.59,1.03
Amazon,Lightning_Sale,2025-08-18,Asia-Pacific,Mobile,Returning Customers,Retention,199220,171818,1.16,3546,1.78,1.06,18.87,3758.76,9739,4.89,0.39,268,7.57,59.73,16007.64,4802.29,0.3,4.26,14.03,325.88,4.26
Amazon,Lightning_Sale,2025-08-19,Europe,Tablet,Returning Customers,Retention,65446,46457,1.41,1747,2.67,1.11,29.63,1939.17,948,1.45,2.05,101,5.82,24.28,2574.8940000000002,695.22,0.27,1.33,19.2,32.78,1.33
Amazon,Lightning_Sale,2025-08-20,Asia-Pacific,Tablet,Returning Customers,Traffic,183170,155568,1.18,3498,1.91,0.42,8.02,1469.16,10017,5.47,0.15,187,5.37,34.25,6404.75,3074.28,0.48,4.36,7.86,335.95,4.36
Amazon,Lightning_Sale,2025-08-21,Asia-Pacific,Desktop,Returning Customers,Traffic,199160,160485,1.24,5038,2.53,0.54,13.66,2720.52,3041,1.53,0.89,253,5.03,17.51,4430.03,1816.31,0.41,1.63,10.75,62.84,1.63
Amazon,Lightning_Sale,2025-08-22,India,Mobile,Returning Customers,Conversions,194179,171338,1.13,4369,2.25,0.592,16.65,3233.06,3147,1.62,1.03,504,11.54,17.67,8015.112,3446.5,0.43,2.48,6.41,147.91,2.48
Amazon,Lightning_Sale,2025-08-23,North America,Desktop,High-Value Customers,Conversions,151269,103321,1.46,3887,2.4414999999999996,0.87,22.36,3381.69,2151,1.562,1.57,247,6.37,20.75,5125.25,2818.89,0.55,1.52,13.69,51.56,1.52
Amazon,Lightning_Sale,2025-08-24,India,Mobile,Returning Customers,Traffic,202602,120413,1.68,3282,1.539,0.584,11.83,2395.86,11038,5.995000000000001,0.22,262,7.99,38.81,9151.398,2836.93,0.31,3.82,9.14,281.97,3.82
Amazon,Lightning_Sale,2025-08-25,India,Tablet,New Customers,Conversions,139678,112145,1.25,2430,1.74,0.752,16.35,2284.2,3262,2.34,0.7,286,11.8,24.56,6321.744,3224.09,0.51,2.77,7.99,176.76,2.77
Amazon,Lightning_Sale,2025-08-26,India,Mobile,New Customers,Traffic,190536,158569,1.2,2743,1.44,0.944,16.99,3236.74,9802,5.14,0.33,114,4.19,56.14,5759.964,2591.98,0.45,1.78,28.39,77.96,1.78
Amazon,Lightning_Sale,2025-08-27,Europe,Tablet,Returning Customers,Retention,167907,122371,1.37,3156,1.88,0.53,9.96,1672.68,1948,1.16,0.86,186,5.91,39.68,7749.504,2944.81,0.38,4.63,8.99,363.3,4.63
Amazon,Lightning_Sale,2025-08-28,Asia-Pacific,Tablet,Returning Customers,Conversions,158574,90989,1.74,2997,1.89,0.69,13.04,2067.93,6632,4.18,0.31,223,7.47,17.68,3942.64,1931.89,0.49,1.91,9.27,90.66,1.91
Amazon,Lightning_Sale,2025-08-29,Asia-Pacific,Desktop,High-Value Customers,Traffic,90917,60656,1.5,2118,2.33,0.64,14.91,1355.52,3997,4.4,0.34,106,5.02,31.51,3340.06,1235.82,0.37,2.46,12.79,146.4,2.46
Amazon,Lightning_Sale,2025-08-30,India,Desktop,New Customers,Traffic,202279,151115,1.34,3721,1.748,0.35200000000000004,8.09,1637.24,7133,3.883,0.23,284,7.65,47.67,12184.452000000001,6335.92,0.52,7.44,5.76,644.21,7.44
Amazon,Lightning_Sale,2025-08-31,North America,Tablet,Returning Customers,Awareness,172806,114542,1.51,2090,1.1495,0.96,11.61,2006.4,2975,1.8920000000000001,0.67,59,2.87,54.92,3240.28,1749.75,0.54,1.61,34.01,61.5,1.61
Amazon,Lightning_Sale,2025-09-01,India,Mobile,Returning Customers,Traffic,208453,164110,1.27,3001,1.44,0.8400000000000001,15.12,3151.05,11374,5.46,0.28,221,7.39,48.5,9646.65,3569.26,0.37,3.06,14.26,206.14,3.06
Amazon,Lightning_Sale,2025-09-02,India,Desktop,Returning Customers,Traffic,207934,183993,1.13,3243,1.56,0.656,12.79,2659.26,9135,4.39,0.29,177,5.47,36.5,5814.45,1802.48,0.31,2.19,15.02,118.65,2.19
Amazon,Lightning_Sale,2025-09-03,North America,Mobile,New Customers,Traffic,228352,181583,1.26,3904,1.71,0.49,8.38,1912.96,11706,5.13,0.16,195,5.0,36.67,7150.65,2288.21,0.32,3.74,9.81,273.8,3.74
Amazon,Lightning_Sale,2025-09-04,Asia-Pacific,Tablet,High-Value Customers,Retention,137615,118298,1.16,3096,2.25,0.62,13.95,1919.52,7189,5.22,0.27,208,6.75,15.94,3315.52,994.66,0.3,1.73,9.23,72.73,1.73
Amazon,Lightning_Sale,2025-09-05,North America,Tablet,Returning Customers,Traffic,86181,53949,1.6,1094,1.27,0.9,11.42,984.6,4121,4.78,0.24,63,5.79,48.5,3055.5,824.99,0.27,3.1,15.63,210.33,3.1
Amazon,Lightning_Sale,2025-09-06,North America,Mobile,High-Value Customers,Retention,103026,59332,1.74,1802,1.6624999999999999,0.63,11.02,1135.26,1804,1.9250000000000003,0.63,94,5.22,24.68,2319.92,1136.76,0.49,2.04,12.08,104.35,2.04
Amazon,Lightning_Sale,2025-09-07,Europe,Mobile,New Customers,Traffic,232058,171117,1.36,5569,2.28,0.99,23.76,5513.31,2948,1.3970000000000002,1.87,387,6.96,19.82,8053.857000000001,3382.62,0.42,1.46,14.25,46.08,1.46
Amazon,Lightning_Sale,2025-09-08,Europe,Mobile,High-Value Customers,Retention,139225,100296,1.39,2074,1.49,0.54,8.04,1119.96,1740,1.25,0.64,148,7.16,24.81,3855.474,1002.42,0.26,3.44,7.57,244.25,3.44
Amazon,Lightning_Sale,2025-09-09,Europe,Desktop,High-Value Customers,Awareness,288576,162921,1.77,4819,1.67,1.1,18.37,5300.9,11926,4.13,0.44,224,4.66,19.06,4482.911999999999,1748.34,0.39,0.85,23.66,-15.43,0.85
Amazon,Lightning_Sale,2025-09-10,North America,Desktop,Returning Customers,Awareness,324062,182533,1.78,6481,2.0,0.76,15.2,4925.56,14170,4.37,0.35,178,2.76,55.67,9909.26,5053.72,0.51,2.01,27.67,101.18,2.01
Amazon,Lightning_Sale,2025-09-11,Asia-Pacific,Tablet,New Customers,Conversions,101862,63143,1.61,1935,1.9,0.68,12.92,1315.8,4123,4.05,0.32,189,9.79,29.38,5552.82,2554.3,0.46,4.22,6.96,322.01,4.22
Amazon,Lightning_Sale,2025-09-12,North America,Desktop,New Customers,Awareness,230556,129154,1.79,5902,2.56,0.56,14.34,3305.12,3873,1.68,0.85,242,4.11,17.08,4133.36,1240.01,0.3,1.25,13.66,25.06,1.25
Amazon,Lightning_Sale,2025-09-13,Europe,Mobile,New Customers,Conversions,68439,48748,1.4,910,1.2635,0.66,8.78,600.6,2683,4.312,0.22,75,8.33,29.65,2334.9375,910.63,0.39,3.89,8.01,288.77,3.89
Amazon,Lightning_Sale,2025-09-14,North America,Mobile,High-Value Customers,Retention,58291,32643,1.79,1229,2.0044999999999997,1.09,22.98,1339.61,2484,4.686,0.54,114,9.31,27.76,3164.64,1519.03,0.48,2.36,11.75,136.24,2.36
Amazon,Lightning_Sale,2025-09-15,India,Mobile,Returning Customers,Traffic,179449,141680,1.27,3301,1.84,0.7280000000000001,16.74,3003.91,6542,3.65,0.46,216,6.56,50.93,9900.792,4653.37,0.47,3.3,13.91,229.6,3.3
Amazon,Lightning_Sale,2025-09-16,Asia-Pacific,Desktop,High-Value Customers,Traffic,140499,83656,1.68,3919,2.79,0.65,18.13,2547.35,5509,3.92,0.46,313,7.99,40.58,12701.54,3429.42,0.27,4.99,8.14,398.62,4.99
Amazon,Lightning_Sale,2025-09-17,North America,Mobile,High-Value Customers,Traffic,167420,145199,1.15,3448,2.06,0.93,19.15,3206.64,3869,2.31,0.83,159,4.62,58.42,9288.78,3901.29,0.42,2.9,20.17,189.67,2.9
Amazon,Lightning_Sale,2025-09-18,India,Desktop,Returning Customers,Retention,108507,61168,1.77,2202,2.03,0.7200000000000001,18.26,1981.8,5532,5.1,0.36,127,5.8,55.38,6329.934,1835.68,0.29,3.19,15.6,219.4,3.19
Amazon,Lightning_Sale,2025-09-19,North America,Tablet,New Customers,Traffic,91924,73635,1.25,2160,2.35,0.85,19.97,1836.0,2590,2.82,0.71,113,5.27,47.19,5332.47,2186.31,0.41,2.9,16.25,190.44,2.9
Amazon,Lightning_Sale,2025-09-20,Europe,Tablet,High-Value Customers,Traffic,208225,140793,1.48,3248,1.482,0.49,7.64,1591.52,8253,4.356,0.19,147,4.55,47.99,7407.2565,3925.85,0.53,4.65,10.83,365.42,4.65
Amazon,Lightning_Sale,2025-09-21,North America,Desktop,New Customers,Traffic,232622,190114,1.22,4140,1.6909999999999998,1.0,17.8,4140.0,2623,1.2429999999999999,1.58,198,4.79,26.95,5336.1,1494.11,0.28,1.29,20.91,28.89,1.29
Amazon,Lightning_Sale,2025-09-22,Europe,Desktop,High-Value Customers,Conversions,205546,174540,1.18,3679,1.79,1.0,17.9,3679.0,8540,4.15,0.43,246,6.71,36.72,9484.776000000002,4173.3,0.44,2.58,14.96,157.81,2.58
